namespace,pod,container,timestamp,cpu-average
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802500000,0.0001486214511041
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802560000,0.0003811141757181
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802620000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802680000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802740000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802800000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802860000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802920000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802980000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803040000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803100000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803160000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803220000,0.0001216568518721
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803280000,0.0001376587291894
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803340000,0.0003936497339969
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803400000,0.0001165267999994
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803460000,0.0003722215637111
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803520000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803580000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803640000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803700000,0.0001121306055848
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803760000,0.0006061733304934
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803820000,6.600598449112706e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803880000,0.0002892110845021
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731803940000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804000000,0.0001141277834869
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804060000,0.0003312750523351
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804120000,0.0002792660675965
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804180000,0.000340805142628
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804240000,8.755317533721117e-06
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804300000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804360000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804420000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731804480000,0.0
